meeting_date,hawkishness_im,uncertainty_im,dissent_detected,fg_type,fg_direction,inflation_outlook,growth_prospects,labor_market,speech_hawkishness,agg_econ_index,expected_change_bp,entropy,modal_outcome,hawkishness_index_ii,policy_uncertainty,p_hold,dfr_actual_bp,dfr_surprise_mech,dfr_surprise_sal,dfr_surprise_norm,dfr_direction,mro_surprise_mech,post2015,t
2005-03-03,0.65,0.5,False,Delphic,hike,0.12717391304347825,0.0608695652173913,-0.07391304347826087,0.3,0.0671,10.0475,0.8689,hold,0.2009,0.5399,0.6243,0.0,-10.0475,0.4711,-2.0733,dovish_surprise,-10.0475,0,106
2005-04-07,-0.6,0.6,False,Delphic,hold,0.10588235294117648,-0.009803921568627449,-0.041176470588235294,0.236,0.0418,-1.28,0.7452,hold,-0.0256,0.463,0.7968,0.0,1.28,0.2272,0.2834,no_surprise,1.28,0,107
2005-05-04,0.55,0.38,False,Delphic,hike,0.11354166666666665,0.04374999999999999,-0.052083333333333336,0.206,0.0595,8.2475,0.71,hold,0.165,0.4411,0.6426,0.0,-8.2475,0.4422,-1.8847,dovish_surprise,-8.2475,0,108
2005-06-02,0.7,0.4,False,Delphic,hold,0.14519230769230768,0.021153846153846155,-0.06634615384615385,-0.055,0.0657,1.575,0.2351,hold,0.0315,0.1461,0.937,0.0,-1.575,0.0651,-0.3802,no_surprise,-1.575,0,109
2005-07-07,0.7125,0.2875,False,Delphic,hike,0.11339285714285714,-0.03660714285714285,-0.07142857142857142,0.2633,0.0314,4.7325,0.6716,hold,0.0946,0.4173,0.7838,0.0,-4.7325,0.2436,-1.0769,no_surprise,-4.7325,0,110
2005-08-04,0.43,0.57,False,Delphic,ambiguous,0.08936170212765958,-0.055319148936170216,-0.061702127659574474,0.2383,0.0157,3.91,0.6587,hold,0.0782,0.4093,0.7615,0.0,-3.91,0.2725,-0.8842,no_surprise,-3.91,0,111
2005-09-01,0.325,0.575,False,Delphic,ambiguous,0.1,-0.08518518518518518,-0.08518518518518518,0.0,0.0074,4.76,0.7511,hold,0.0952,0.4667,0.7363,0.0,-4.76,0.3061,-1.5362,no_surprise,-4.76,0,112
2005-10-06,0.52,0.6,False,Delphic,hike,0.15833333333333335,0.007291666666666664,-0.029166666666666664,-0.03,0.0755,12.105,0.8661,hold,0.2421,0.5381,0.5179,0.0,-12.105,0.658,-3.9414,dovish_surprise,-12.105,0,113
2005-11-03,0.75,0.6,False,Odyssean,hike,0.22021276595744685,0.06063829787234044,-0.03297872340425532,-0.15,0.1217,16.7625,0.9093,hike_standard,0.3352,0.565,0.4086,0.0,-16.7625,0.895,-4.8018,dovish_surprise,-16.7625,0,114
2005-12-01,0.75,0.4,False,Delphic,hike,0.22211538461538463,0.04134615384615385,-0.02692307692307692,0.0562,0.1181,20.335,0.829,hike_standard,0.4067,0.5151,0.2654,25.0,4.665,0.4219,1.0166,no_surprise,4.665,0,115
2006-01-12,0.7,0.3,False,Delphic,hike,0.3185185185185185,0.23981481481481484,0.05370370370370369,0.74,0.2419,21.2075,0.829,hike_standard,0.4241,0.5151,0.2416,0.0,-21.2075,1.4205,-3.8163,dovish_surprise,-21.2075,0,116
2006-02-02,0.7,0.4,False,Delphic,hike,0.3397959183673469,0.22653061224489798,0.05408163265306122,0.02,0.2487,11.1075,0.8479,hold,0.2221,0.5268,0.6056,0.0,-11.1075,0.5015,-1.5866,dovish_surprise,-11.1075,0,117
2006-03-02,0.65,0.25,False,Delphic,hike,0.24019607843137258,0.17254901960784316,0.040196078431372545,0.21,0.1799,22.12,0.6705,hike_standard,0.4424,0.4166,0.1731,25.0,2.88,0.2627,0.4063,no_surprise,2.88,0,118
2006-04-06,0.85,0.2,False,Delphic,hike,0.24913793103448276,0.22931034482758622,0.03534482758620689,0.204,0.2004,15.21,1.0457,hold,0.3042,0.6497,0.4405,0.0,-15.21,0.8198,-2.01,dovish_surprise,-15.21,0,119
2006-05-04,0.62,0.33,False,Odyssean,hike,0.28888888888888886,0.2518518518518519,0.033333333333333326,0.0,0.2267,2.0925,0.3903,hold,0.0418,0.2425,0.8889,0.0,-2.0925,0.1178,-0.2767,no_surprise,-2.0925,0,120
2006-06-08,0.85,0.3,False,Delphic,hike,0.2677966101694915,0.2661016949152542,0.061016949152542375,0.2017,0.2259,24.575,0.5922,hike_standard,0.4915,0.368,0.0978,25.0,0.425,0.1967,0.0551,no_surprise,0.425,0,121
2006-07-06,0.8,0.4,True,Delphic,hike,0.22499999999999998,0.28250000000000003,0.06666666666666667,0.1771,0.2106,27.0475,0.8302,hike_standard,0.541,0.5158,0.1164,0.0,-27.0475,2.1507,-3.4441,dovish_surprise,-27.0475,0,122
2006-08-03,0.82,0.4,False,Delphic,hike,0.387037037037037,0.38240740740740736,0.08333333333333333,-0.0567,0.3249,24.15,0.5554,hike_standard,0.483,0.3451,0.0988,25.0,0.85,0.1786,0.089,no_surprise,0.85,0,123
2006-08-31,0.48,0.5,False,Delphic,hike,0.30094339622641514,0.25754716981132075,0.06037735849056604,0.0,0.2398,8.46,0.8291,hold,0.1692,0.5151,0.6565,0.0,-8.46,0.4208,-0.8592,dovish_surprise,-8.46,0,124
2006-10-05,0.85,0.4,False,Delphic,hike,0.2936363636363636,0.2609090909090909,0.0790909090909091,0.04,0.2409,25.6725,0.7998,hike_standard,0.5134,0.4969,0.1309,25.0,-0.6725,0.3407,-0.0687,no_surprise,-0.6725,0,125
2006-11-02,0.9,0.3,True,Delphic,hike,0.35818181818181816,0.36454545454545456,0.1,0.2025,0.3085,24.0375,0.6627,hike_standard,0.4808,0.4118,0.1259,0.0,-24.0375,2.0723,-2.4117,dovish_surprise,-24.0375,0,126
2006-12-07,0.9,0.2,False,Delphic,hike,0.18703703703703706,0.2296296296296296,0.06666666666666667,0.2583,0.1757,22.5025,0.3249,hike_standard,0.4501,0.2019,0.0999,25.0,2.4975,0.1052,0.2337,no_surprise,2.4975,0,127
2007-01-11,0.9,0.3,False,Delphic,hike,0.22452830188679246,0.35377358490566035,0.1160377358490566,-0.03,0.2416,17.9425,0.9246,hike_standard,0.3589,0.5745,0.3753,0.0,-17.9425,0.98,-1.7117,dovish_surprise,-17.9425,0,128
2007-02-08,0.75,0.275,False,Delphic,hike,0.20384615384615382,0.34711538461538455,0.13076923076923078,0.37,0.2322,20.355,0.9143,hike_standard,0.4071,0.5681,0.2966,0.0,-20.355,1.2154,-1.9977,dovish_surprise,-20.355,0,129
2007-03-08,0.8375,0.25,False,Odyssean,hike,0.2472222222222222,0.36759259259259264,0.10925925925925925,0.07,0.2557,23.5475,0.3226,hike_standard,0.4709,0.2004,0.0661,25.0,1.4525,0.0834,0.1357,no_surprise,1.4525,0,130
2007-04-12,0.9,0.2,False,Odyssean,hike,0.21568627450980393,0.38823529411764707,0.10392156862745097,0.1314,0.2451,23.205,0.6536,hike_standard,0.4641,0.4061,0.132,0.0,-23.205,2.025,-2.1932,dovish_surprise,-23.205,0,131
2007-05-10,0.66,0.35,False,Delphic,hike,0.20454545454545456,0.27999999999999997,0.10545454545454547,0.1914,0.2074,14.125,0.9109,hike_standard,0.2825,0.566,0.4525,0.0,-14.125,0.793,-1.2643,dovish_surprise,-14.125,0,132
2007-06-06,0.85,0.15,False,Delphic,hike,0.18303571428571427,0.2982142857142857,0.09999999999999999,0.2325,0.201,23.9,0.3121,hike_standard,0.478,0.1939,0.0522,25.0,1.1,0.0746,0.1003,no_surprise,1.1,0,133
2007-07-05,0.71,0.32,False,Delphic,hike,0.23534482758620687,0.33620689655172414,0.1482758620689655,0.36,0.2482,18.755,0.7723,hike_standard,0.3751,0.4799,0.2663,0.0,-18.755,1.3231,-1.701,dovish_surprise,-18.755,0,134
2007-08-02,0.85,0.2,False,Delphic,hike,0.3052631578947369,0.4754385964912281,0.2149122807017544,0.2171,0.3382,24.05,0.6625,hike_standard,0.481,0.4116,0.1256,0.0,-24.05,2.0747,-2.3538,dovish_surprise,-24.05,0,135
2007-09-06,0.475,0.6,False,Delphic,hike,0.30283018867924527,0.3405660377358491,0.12169811320754716,0.0,0.2779,14.85,0.9643,hike_standard,0.297,0.5992,0.3569,0.0,-14.85,1.0303,-1.4412,dovish_surprise,-14.85,0,136
2007-10-04,0.5,0.7,False,Delphic,hike,0.15163934426229508,0.21639344262295082,0.10983606557377049,0.063,0.1627,18.9725,0.5523,hike_standard,0.3795,0.3432,0.2411,0.0,-18.9725,1.4225,-1.849,dovish_surprise,-18.9725,0,137
2007-11-08,0.4,0.75,False,Delphic,hike,0.20793650793650792,0.10158730158730157,0.12063492063492062,-0.0386,0.1586,15.335,1.0167,hike_standard,0.3067,0.6317,0.3911,0.0,-15.335,0.9388,-1.5813,dovish_surprise,-15.335,0,138
2007-12-06,0.7,0.7,False,Delphic,hike,0.2153846153846154,0.1076923076923077,0.0969230769230769,-0.0063,0.1594,9.505,0.6642,hold,0.1901,0.4127,0.6198,0.0,-9.505,0.4784,-1.0269,dovish_surprise,-9.505,0,139
2008-01-10,0.85,0.65,False,Delphic,hike,0.3008474576271186,0.07033898305084745,0.13474576271186442,0.57,0.1985,22.2625,0.7808,hike_standard,0.4452,0.4851,0.1994,0.0,-22.2625,1.6124,-2.7703,dovish_surprise,-22.2625,0,140
2008-02-07,0.6,0.6,False,Odyssean,hike,0.3050847457627119,0.07542372881355933,0.11864406779661017,-0.095,0.1989,12.835,1.1288,hold,0.2567,0.7014,0.438,0.0,-12.835,0.8255,-1.5513,dovish_surprise,-12.835,0,141
2008-03-06,0.4,0.71,False,Delphic,ambiguous,0.306140350877193,-0.008771929824561403,0.14210526315789473,0.0529,0.1789,2.2575,0.7743,hold,0.0451,0.4811,0.7605,0.0,-2.2575,0.2738,-0.278,no_surprise,-2.2575,0,142
2008-04-10,0.65,0.7,False,Delphic,hike,0.2936363636363636,-0.1318181818181818,0.08454545454545455,-0.102,0.1242,14.725,1.0285,hike_standard,0.2945,0.639,0.4267,0.0,-14.725,0.8517,-1.9459,dovish_surprise,-14.725,0,143
2008-05-08,0.825,0.625,False,Delphic,hold,0.3385964912280702,-0.17456140350877192,0.12456140350877193,-0.0133,0.1418,8.2375,0.7219,hold,0.1648,0.4485,0.6375,0.0,-8.2375,0.4502,-1.1583,dovish_surprise,-8.2375,0,144
2008-06-05,0.65,0.65,False,Delphic,hike,0.26052631578947366,-0.07368421052631581,0.10877192982456141,0.2071,0.1299,9.5025,0.6641,hold,0.19,0.4126,0.6199,0.0,-9.5025,0.4782,-1.3054,dovish_surprise,-9.5025,0,145
2008-07-03,0.8,0.4,False,Odyssean,hike,0.39919354838709675,-0.12258064516129032,0.14919354838709678,0.1009,0.1927,19.78,0.8679,hike_standard,0.3956,0.5393,0.2948,25.0,5.22,0.4793,0.8704,hawkish_surprise,5.22,0,146
2008-08-07,0.9,0.4625,False,Delphic,ambiguous,0.41796875,-0.1296875,0.14218750000000002,-0.235,0.1985,12.395,0.9419,hold,0.2479,0.5852,0.5386,0.0,-12.395,0.6188,-1.5745,dovish_surprise,-12.395,0,147
2008-09-04,0.525,0.5625,False,Delphic,ambiguous,0.38153846153846155,-0.16384615384615386,0.11076923076923077,0.0,0.1638,7.8,1.0217,hold,0.156,0.6348,0.6111,0.0,-7.8,0.4925,-1.1089,dovish_surprise,-7.8,0,148
2008-10-02,0.75,0.7,False,Delphic,ambiguous,0.35263157894736846,-0.30701754385964913,0.021052631578947364,-0.2007,0.0884,5.255,0.7064,hold,0.1051,0.4389,0.716,0.0,-5.255,0.3341,-0.7499,dovish_surprise,-5.255,0,149
2008-10-08,0.35,0.8375,False,Delphic,ambiguous,0.31290322580645163,-0.32016129032258067,0.03387096774193548,-0.2473,0.0672,-4.8375,0.9955,hold,-0.0968,0.6185,0.6543,-50.0,-45.1625,3.204,-6.7619,dovish_surprise,-45.1625,0,150
2008-11-06,0.24,0.89,False,Delphic,ambiguous,0.3620689655172414,-0.4232758620689655,-0.02586206896551724,-0.39,0.0489,-11.9575,1.0604,hold,-0.2392,0.6589,0.5254,-50.0,-38.0425,2.3936,-3.2014,dovish_surprise,-38.0425,0,151
2008-12-04,-0.75,0.9,False,Delphic,cut,0.13818181818181818,-0.37454545454545457,-0.027272727272727268,-0.5046,-0.0487,-25.32,0.7996,cut_standard,-0.5064,0.4968,0.1375,-75.0,-49.68,1.8945,-3.5922,dovish_surprise,-49.68,0,152
2009-01-15,-0.9,0.95,False,Delphic,cut,-0.4129310344827586,-0.6163793103448276,-0.20344827586206898,-0.62,-0.4321,-38.205,0.8212,cut_large,-0.7641,0.5102,0.0422,-50.0,-11.795,0.5616,-0.6994,dovish_surprise,-11.795,0,153
2009-02-05,-0.9,0.9,False,Delphic,ambiguous,-0.385,-0.6216666666666666,-0.20666666666666664,-0.48,-0.4203,-21.2225,1.0417,cut_standard,-0.4244,0.6472,0.3446,0.0,21.2225,1.0654,1.2567,hawkish_surprise,21.2225,0,154
2009-03-05,-0.6,0.9,False,Delphic,cut,-0.3836363636363636,-0.5536363636363636,-0.18909090909090906,-0.44,-0.3957,-42.0075,0.7114,cut_large,-0.8401,0.442,0.0469,-50.0,-7.9925,0.3187,-0.4081,dovish_surprise,-7.9925,0,155
2009-04-02,-0.8,0.7,False,Delphic,ambiguous,-0.3618181818181817,-0.5254545454545455,-0.23636363636363636,-0.594,-0.3858,-17.0975,0.9436,cut_standard,-0.3419,0.5863,0.4145,-25.0,-7.9025,0.7193,-0.4017,dovish_surprise,-7.9025,0,156
2009-05-07,-0.425,0.45,False,Delphic,ambiguous,-0.4956140350877193,-0.6394736842105264,-0.22456140350877193,-0.5333,-0.4846,-19.755,1.0269,cut_standard,-0.3951,0.638,0.3787,0.0,19.755,0.971,1.0038,hawkish_surprise,-5.245,0,157
2009-06-04,-0.95,0.5,False,Delphic,hold,-0.3327868852459016,-0.6008196721311475,-0.20327868852459013,-0.335,-0.3873,-5.5875,0.5649,hold,-0.1118,0.351,0.8272,0.0,5.5875,0.1897,0.2563,hawkish_surprise,5.5875,0,158
2009-07-02,0.0625,0.4,False,Delphic,ambiguous,-0.39852941176470585,-0.5779411764705883,-0.20441176470588235,-0.48,-0.4135,-1.9125,0.2894,hold,-0.0382,0.1798,0.9195,0.0,1.9125,0.0839,0.0876,no_surprise,1.9125,0,159
2009-08-06,0.1,0.3,False,Delphic,hold,-0.49140625000000004,-0.6390625,-0.3046875,0.1433,-0.4984,-1.4275,0.2189,hold,-0.0285,0.136,0.9429,0.0,1.4275,0.0588,0.0645,no_surprise,1.4275,0,160
2009-09-03,-0.01,0.76,False,Delphic,hold,-0.37384615384615383,-0.5630769230769231,-0.2630769230769231,-0.37,-0.4085,-1.47,0.2631,hold,-0.0294,0.1635,0.945,0.0,1.47,0.0566,0.0657,no_surprise,1.47,0,161
2009-10-08,-0.8,0.7,False,Delphic,hold,-0.3875,-0.4583333333333333,-0.25416666666666665,-0.1183,-0.3821,-1.87,0.2659,hold,-0.0374,0.1652,0.9252,0.0,1.87,0.0777,0.0829,no_surprise,1.87,0,162
2009-11-05,-0.25,0.7,False,Delphic,hold,-0.38545454545454544,-0.4848214285714286,-0.27499999999999997,-0.3125,-0.3932,-0.1375,0.1144,hold,-0.0028,0.0711,0.9793,0.0,0.1375,0.0209,0.0069,no_surprise,0.1375,0,163
2009-12-03,0.03,0.83,False,Delphic,hold,-0.2343283582089552,-0.3604477611940298,-0.2126865671641791,-0.1742,-0.2678,-0.195,0.2695,hold,-0.0039,0.1674,0.9395,0.0,0.195,0.0624,0.0113,no_surprise,0.195,0,164
2010-01-14,-0.2,0.65,False,Delphic,hold,-0.3,-0.27377049180327867,-0.24016393442622955,-0.16,-0.2802,-0.495,0.3976,hold,-0.0099,0.247,0.8983,0.0,0.495,0.1073,0.0519,no_surprise,0.495,0,165
2010-02-04,-0.2875,0.5625,False,Delphic,hold,-0.29916666666666664,-0.26999999999999996,-0.21166666666666664,-0.095,-0.2729,-1.0375,0.2872,hold,-0.0208,0.1784,0.9306,0.0,1.0375,0.0719,0.1206,no_surprise,1.0375,0,166
2010-03-04,-0.2,0.5,False,Delphic,hold,-0.19926470588235295,-0.17058823529411765,-0.18308823529411763,0.0325,-0.1874,-0.34,0.3958,hold,-0.0068,0.2459,0.8992,0.0,0.34,0.1062,0.051,no_surprise,0.34,0,167
2010-04-08,-0.15,0.5,False,Delphic,hold,-0.20517241379310344,-0.1853448275862069,-0.20603448275862069,0.1133,-0.1994,-1.395,0.2153,hold,-0.0279,0.1338,0.9442,0.0,1.395,0.0574,0.2306,no_surprise,1.395,0,168
2010-05-06,0.0,0.55,False,Delphic,hold,-0.17264150943396228,-0.17641509433962263,-0.19811320754716982,0.0289,-0.1789,-0.165,0.3948,hold,-0.0033,0.2453,0.8998,0.0,0.165,0.1056,0.0314,no_surprise,0.165,0,169
2010-06-10,-0.25,0.7,False,Delphic,hold,-0.08015873015873017,-0.14285714285714285,-0.15634920634920638,-0.0233,-0.1142,-0.34,0.3958,hold,-0.0068,0.2459,0.8992,0.0,0.34,0.1062,0.2374,no_surprise,0.34,0,170
2010-07-08,0.0125,0.7,False,Delphic,hold,-0.0625,-0.17083333333333334,-0.18000000000000002,-0.0,-0.1185,-0.2175,0.3188,hold,-0.0043,0.1981,0.9247,0.0,0.2175,0.0783,0.329,no_surprise,0.2175,0,171
2010-08-05,-0.25,0.525,False,Delphic,hold,-0.054166666666666675,-0.1408333333333333,-0.195,0.08,-0.1083,-0.43,0.1888,hold,-0.0086,0.1173,0.9607,0.0,0.43,0.0401,0.7069,no_surprise,0.43,0,172
2010-09-02,-0.1,0.5,False,Delphic,hold,-0.09491525423728812,-0.20254237288135593,-0.24067796610169492,0.0,-0.1564,-0.245,0.3951,hold,-0.0049,0.2455,0.8996,0.0,0.245,0.1058,0.4235,no_surprise,0.245,0,173
2010-10-07,0.125,0.5625,False,Delphic,hold,0.05820895522388059,-0.10373134328358208,-0.10895522388059703,-0.05,-0.0238,1.635,0.5451,hold,0.0327,0.3387,0.8365,0.0,-1.635,0.1785,-3.053,no_surprise,-1.635,0,174
2010-11-04,-0.22,0.65,True,Delphic,hold,-0.06640624999999999,-0.05078125,-0.17265624999999998,-0.0182,-0.083,0.7125,0.3793,hold,0.0143,0.2357,0.9037,0.0,-0.7125,0.1013,-1.0424,no_surprise,-0.7125,0,175
2010-12-02,-0.2,0.6,False,Delphic,hold,-0.031132075471698113,-0.04716981132075472,-0.0839622641509434,0.043,-0.0465,-0.19,0.2591,hold,-0.0038,0.161,0.9497,0.0,0.19,0.0516,0.2579,no_surprise,0.19,0,176
2011-01-13,-0.6,0.7,False,Delphic,hold,0.0873015873015873,0.04047619047619047,-0.09523809523809523,0.0,0.0367,1.5725,0.3322,hold,0.0314,0.2064,0.9125,0.0,-1.5725,0.0916,-2.1348,no_surprise,-1.5725,0,177
2011-02-03,0.35,0.7,False,Delphic,ambiguous,0.07543859649122808,0.014912280701754384,-0.11842105263157894,0.355,0.0185,5.665,0.5351,hold,0.1133,0.3325,0.7734,0.0,-5.665,0.257,-6.4535,dovish_surprise,-5.665,0,178
2011-03-03,0.6,0.7,False,Delphic,hike,0.10258620689655172,0.027586206896551717,-0.11465517241379311,-0.005,0.0366,8.9875,0.6531,hold,0.1798,0.4058,0.6405,0.0,-8.9875,0.4455,-5.1176,dovish_surprise,-8.9875,0,179
2011-04-07,0.675,0.4,False,Delphic,hike,0.1593220338983051,0.13050847457627118,-0.06101694915254237,0.083,0.1066,18.415,0.7097,hike_standard,0.3683,0.441,0.2679,25.0,6.585,0.3473,2.2733,hawkish_surprise,6.585,0,180
2011-05-05,0.74,0.43,False,Delphic,ambiguous,0.2476190476190476,0.18095238095238092,-0.05396825396825397,-0.055,0.1673,12.755,0.9589,hold,0.2551,0.5958,0.4826,0.0,-12.755,0.7286,-3.5681,dovish_surprise,-12.755,0,181
2011-06-09,0.7,0.37,False,Delphic,hike,0.3290909090909091,0.12181818181818184,0.0018181818181818219,0.0353,0.2015,17.9425,0.97,hike_standard,0.3589,0.6027,0.4,0.0,-17.9425,0.9163,-3.7165,dovish_surprise,-17.9425,0,182
2011-07-07,0.85,0.4,False,Odyssean,hike,0.30701754385964913,0.12192982456140351,-0.0017543859649122783,0.15,0.1897,22.7525,0.7274,hike_standard,0.4551,0.452,0.1722,25.0,2.2475,0.2937,0.3473,no_surprise,2.2475,0,183
2011-08-04,0.68,0.62,False,Delphic,hike,0.3258064516129032,0.13548387096774195,0.02419354838709677,-0.01,0.2084,12.36,0.9294,hold,0.2472,0.5775,0.4968,0.0,-12.36,0.6996,-1.8752,dovish_surprise,-12.36,0,184
2011-09-08,0.3,0.7,False,Delphic,hike,0.15480769230769229,-0.1298076923076923,0.00576923076923077,-0.1,0.0396,12.79,0.8723,hold,0.2558,0.542,0.5532,0.0,-12.79,0.592,-1.8462,dovish_surprise,-12.79,0,185
2011-10-06,-0.03,0.8,False,Delphic,ambiguous,0.17980769230769234,-0.11442307692307693,0.02884615384615385,-0.32,0.0613,-2.62,0.5206,hold,-0.0524,0.3235,0.8372,0.0,2.62,0.1777,0.367,no_surprise,2.62,0,186
2011-11-03,-0.75,0.8,False,Delphic,hold,0.153125,-0.34921875,-0.07890625,-0.3367,-0.044,-9.5575,0.9553,hold,-0.1911,0.5936,0.6353,-25.0,-15.4425,1.3976,-2.0813,dovish_surprise,-15.4425,0,187
2011-12-08,-0.77,0.8,False,Delphic,ambiguous,0.07352941176470588,-0.2867647058823529,-0.030147058823529416,-0.2637,-0.0553,-17.7,1.0328,cut_standard,-0.354,0.6417,0.392,-25.0,-7.3,0.7501,-0.9357,dovish_surprise,-7.3,0,188
2012-01-12,-0.175,0.775,True,Delphic,ambiguous,0.04032258064516129,-0.44112903225806455,-0.1532258064516129,-0.4667,-0.1428,-8.2725,0.879,hold,-0.1655,0.5462,0.6621,0.0,8.2725,0.4123,1.0955,hawkish_surprise,8.2725,0,189
2012-02-09,-0.15,0.7,False,Delphic,ambiguous,0.08055555555555555,-0.28518518518518515,-0.1,0.0,-0.0653,-5.5875,0.7502,hold,-0.1118,0.4661,0.6868,0.0,5.5875,0.3757,0.6529,hawkish_surprise,5.5875,0,190
2012-03-08,-0.5,0.8,False,Delphic,ambiguous,0.1009090909090909,-0.32272727272727275,-0.15272727272727274,0.085,-0.0769,-2.8475,0.6081,hold,-0.057,0.3778,0.8347,0.0,2.8475,0.1807,0.3111,no_surprise,2.8475,0,191
2012-04-04,-0.3875,0.45,True,Delphic,ambiguous,0.026562499999999996,-0.42153846153846153,-0.103125,-0.12,-0.1338,-2.3325,0.4556,hold,-0.0466,0.2831,0.8855,0.0,2.3325,0.1216,0.2501,no_surprise,2.3325,0,192
2012-05-03,-0.23,0.63,True,Delphic,hold,0.010483870967741945,-0.3467741935483871,-0.1435483870967742,-0.1344,-0.1275,-0.6275,0.5525,hold,-0.0125,0.3433,0.8384,0.0,0.6275,0.1763,0.0698,no_surprise,0.6275,0,193
2012-06-06,-0.29,0.68,False,Delphic,ambiguous,0.0775,-0.2816666666666666,-0.15,0.0125,-0.0757,-3.2375,0.7039,hold,-0.0648,0.4374,0.788,0.0,3.2375,0.2383,0.3711,no_surprise,3.2375,0,194
2012-07-05,0.2,0.8,False,Delphic,ambiguous,0.03550724637681159,-0.3934782608695652,-0.21811594202898552,-0.3767,-0.1439,-6.6475,0.6363,hold,-0.133,0.3954,0.7889,-25.0,-18.3525,1.8573,-2.3853,dovish_surprise,-18.3525,0,195
2012-08-02,-0.85,0.75,False,Delphic,cut,0.03076923076923077,-0.41692307692307695,-0.16230769230769232,-0.132,-0.1422,-15.3625,0.9374,hold,-0.3073,0.5824,0.479,0.0,15.3625,0.7361,1.7379,hawkish_surprise,15.3625,0,196
2012-09-06,-0.6,0.8,False,Delphic,cut,-0.08,-0.3954545454545455,-0.18181818181818182,0.0,-0.195,-9.285,0.7705,hold,-0.1857,0.4787,0.7188,0.0,9.285,0.3302,0.9505,hawkish_surprise,9.285,0,197
2012-10-04,-0.5,0.8,True,Delphic,ambiguous,-0.14453125,-0.50703125,-0.2109375,-0.2933,-0.2666,-1.6925,0.2476,hold,-0.0338,0.1538,0.9323,0.0,1.6925,0.0701,0.1788,no_surprise,1.6925,0,198
2012-11-08,0.4,0.7,False,Delphic,hold,-0.009259259259259257,-0.4703703703703703,-0.2296296296296296,-0.3063,-0.1917,-1.2475,0.1982,hold,-0.0249,0.1231,0.9501,0.0,1.2475,0.0512,0.132,no_surprise,1.2475,0,199
2012-12-06,-0.25,0.7,False,Delphic,ambiguous,-0.029411764705882353,-0.42058823529411765,-0.20588235294117646,-0.1943,-0.1821,-9.6175,0.9704,hold,-0.1923,0.6029,0.6078,0.0,9.6175,0.4979,1.1858,hawkish_surprise,9.6175,0,200
2013-01-10,0.15,0.58,False,Delphic,hold,-0.10220588235294116,-0.3764705882352941,-0.13970588235294118,-0.2633,-0.192,-3.535,0.5278,hold,-0.0707,0.3279,0.8218,0.0,3.535,0.1963,0.4518,no_surprise,3.535,0,201
2013-02-07,0.225,0.5,False,Delphic,hold,-0.07941176470588235,-0.37499999999999994,-0.14411764705882354,-0.15,-0.181,-1.375,0.3435,hold,-0.0275,0.2134,0.9111,0.0,1.375,0.0931,0.1788,no_surprise,1.375,0,202
2013-03-07,-0.75,0.4,False,Delphic,hold,-0.1346153846153846,-0.40576923076923077,-0.22115384615384615,-0.2225,-0.2333,-1.77,0.2557,hold,-0.0354,0.1589,0.9292,0.0,1.77,0.0734,0.2309,no_surprise,1.77,0,203
2013-04-04,-0.4125,0.5875,True,Delphic,ambiguous,-0.11282051282051284,-0.3288461538461539,-0.12692307692307692,-0.1886,-0.1804,-6.4375,0.6311,hold,-0.1288,0.3921,0.7576,0.0,6.4375,0.2776,0.8393,hawkish_surprise,6.4375,0,204
2013-05-02,-0.3875,0.6875,True,Delphic,ambiguous,-0.1514285714285714,-0.35714285714285715,-0.14642857142857144,-0.2762,-0.2121,-10.9625,0.8762,hold,-0.2193,0.5444,0.6001,0.0,10.9625,0.5107,1.4165,hawkish_surprise,-14.0375,0,205
2013-06-06,-0.5625,0.6,True,Odyssean,cut,-0.14246575342465753,-0.2828767123287671,-0.10890410958904109,-0.3388,-0.1779,-14.9325,0.9626,hold,-0.2986,0.5981,0.4745,0.0,14.9325,0.7455,1.8666,hawkish_surprise,14.9325,0,206
2013-07-04,-0.6,0.7,False,Odyssean,hold,-0.22543859649122808,-0.47586206896551725,-0.2560344827586207,-0.2967,-0.3067,-3.4225,0.3993,hold,-0.0684,0.2481,0.8631,0.0,3.4225,0.1472,0.3999,no_surprise,3.4225,0,207
2013-08-01,-0.8,0.4,False,Odyssean,cut,-0.3112903225806451,-0.48951612903225805,-0.21693548387096773,-0.4156,-0.3459,-13.95,0.9388,hold,-0.279,0.5833,0.5544,0.0,13.95,0.5899,2.7697,hawkish_surprise,13.95,0,208
2013-09-05,-0.8,0.375,True,Odyssean,hold|cut,-0.2134920634920635,-0.40952380952380946,-0.15,0.1,-0.2596,-9.22,0.824,hold,-0.1844,0.512,0.6839,0.0,9.22,0.3799,1.9033,hawkish_surprise,9.22,0,209
2013-10-02,-0.8,0.4,False,Odyssean,hold|cut,-0.2288135593220339,-0.38813559322033897,-0.22881355932203393,-0.1283,-0.2766,-6.745,0.5831,hold,-0.1349,0.3623,0.7302,0.0,6.745,0.3144,1.3933,hawkish_surprise,6.745,0,210
2013-11-07,-0.525,0.525,True,Odyssean,cut,-0.2553030303030303,-0.25757575757575757,-0.18106060606060606,-0.1414,-0.2411,-11.8225,0.8565,hold,-0.2364,0.5322,0.5935,0.0,11.8225,0.5217,2.56,hawkish_surprise,-13.1775,0,211
